Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Nombre_1,Nombre_12,Nombre_12_
Onda tropical,"agosto 21, 2020",HidrometeorolÛgicos,187.745,3,1,20.119,115,1,"16,75","-93,10",ONDA TROPICAL NUMERO 30,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Onda tropical,"agosto 25, 2020",HidrometeorolÛgicos,188.075,3,1,20.119,115,1,"16,73","-93,17",ONDA TROPICAL NUMERO 31,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Onda tropical,"agosto 27, 2020",HidrometeorolÛgicos,188.235,3,1,251,115,1,"16,73","-93,17",ONDA TROPICAL NUMERO 32,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"agosto 29, 2020",HidrometeorolÛgicos,188.394,3,1,20.119,115,1,"16,73","-93,17",ONDA TROPICAL NUMERO 33,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Onda tropical,"septiembre 4, 2020",HidrometeorolÛgicos,188.861,3,1,251,115,1,"16,73","-93,17",ONDA TROPICAL NUMERO 34,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"septiembre 8, 2020",HidrometeorolÛgicos,189.18,3,1,20.119,115,1,"16,73","-93,17",ONDA TROPICAL NUMERO 35,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"octubre 23, 2020",HidrometeorolÛgicos,192.835,1,1,1.448,23,6,"15,87","-92,73",OPERATIVIDAD DEPARTAMENTO DE LOGISTICA Y EVALUACION DE DA—OS (ERI),Frailesca,Angel Albino Corzo,PLAN DE AYUTLA
AsesorÌa de Programas Institucionales,"agosto 20, 2020",Acciones de PrevenciÛn,187.763,166,8,174,34,15,"16,24","-92,13",PERSONA LESIONADA,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Frente FrÌo,"septiembre 28, 2020",HidrometeorolÛgicos,190.834,61,1,20.111,107,3,"17,14","-93,31",PRESCENCIA DE FRENTE FRIO #4 Y AFECTACIONES EN EL MUNICIPIO DE TECPATAN,Mezcalapa,Tecpat·n,CABECERA MUNICIPAL
Verificaciones,"mayo 22, 2020",Acciones de PrevenciÛn,181.499,52,8,20.126,122,6,"16,23","-93,30",REALIZACI”N DE DESASOLVE COMO ACCI”N DE PREVENCI”N,Frailesca,Villaflores,CABECERA MUNICIPAL
Tormenta Tropical,"junio 4, 2020",HidrometeorolÛgicos,182.457,5,1,7.324,24,9,"16,12","-94,02",RECORRIDO A COMUNIDADES POR LLUVIAS,Istmo-Costa,Arriaga,EL PLEITO
Verificaciones,"septiembre 2, 2020",Acciones de PrevenciÛn,188.706,52,8,210,74,12,"16,89","-92,05",RECORRIDO CON EL OBJETIVO DE VISITAR E INSPECCI”NAR LOS REFUGIOS TEMPORALES QUE SE PUDIERAN HABILITAR EN CASO DE EVACUACI”N DE EMERGENCIA POR LA ENTRA,Selva Lacandona,Ocosingo,OCOSINGO
Verificaciones,"septiembre 2, 2020",Acciones de PrevenciÛn,188.708,52,8,210,74,12,"16,89","-92,05",RECORRIDO CON EL OBJETIVO DE VISITAR E INSPECCI”NAR LOS REFUGIOS TEMPORALES QUE SE PUDIERAN HABILITAR EN CASO DE EVACUACI”N DE EMERGENCIA POR LA ENTRA,Selva Lacandona,Ocosingo,OCOSINGO
Verificaciones,"septiembre 2, 2020",Acciones de PrevenciÛn,188.709,52,8,210,74,12,"16,89","-92,05","RECORRIDO CON EL OBJETIVO DE VISITAR E INSPECCI”NAR LOS REFUGIOS TEMPORALES QUE SE PUDIERAN HABILITAR POR LA TORMENTA TROPICAL ""NANA""",Selva Lacandona,Ocosingo,OCOSINGO
PrecipitaciÛn,"octubre 3, 2020",HidrometeorolÛgicos,191.354,1,1,160,31,13,"17,72","-92,01",RECORRIDO DE EVALUACION EN TRAMO CARRETERO Y COMUNIDADES CATAZAJA,Maya,Catazaj·,CATAZAJ¡
Verificaciones,"junio 2, 2020",Acciones de PrevenciÛn,182.131,52,8,2.298,58,8,"16,97","-93,10",RECORRIDO DE INSPECCI”N Y VERIFICACION A RIOS Y ARROYOS DEL MPIO COMUNIDADES DEBIDO A LAS LLUVIAS OCASIONADAS POR LA TORMENTA TROPICAL CRISTOBAL,Norte,Ixtacomit·n,SANTA CATARINA 1RA. SECCI”N
Verificaciones,"junio 9, 2020",Acciones de PrevenciÛn,182.738,52,8,20.119,115,1,"16,77","-93,12",RECORRIDO DE LLUVIA VARIOS PUNTOS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"julio 21, 2020",Acciones de PrevenciÛn,185.516,52,8,20.119,115,1,"16,77","-93,12",RECORRIDO DE LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"agosto 21, 2020",Acciones de PrevenciÛn,187.79,52,8,20.119,115,1,"16,76","-93,09",RECORRIDO DE PREVENCI”N DE LLUVIAS VARIOS PUNTOS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 24, 2020",HidrometeorolÛgicos,185.917,1,1,20.038,34,15,"16,24","-92,12",RECORRIDO DE VERIFICACI”N POR FUERTES LLUVIAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 30, 2020",HidrometeorolÛgicos,191.049,1,1,2.37,31,13,"17,72","-92,01",RECORRIDO DE VERIFICACION EJIDO TINTO BOSHAN EN CATAZAJA,Maya,Catazaj·,EL TINTO BONSH¡N
PrecipitaciÛn,"septiembre 22, 2020",HidrometeorolÛgicos,190.355,1,1,1.944,31,13,"17,72","-92,01",RECORRIDO DE VERIFICACION DEL RIO USUMACINTA EN CATAZAJA,Maya,Catazaj·,VICENTE GUERRERO
PrecipitaciÛn,"septiembre 28, 2020",HidrometeorolÛgicos,190.943,1,1,160,31,13,"17,72","-92,01",RECORRIDO DE VERIFICACION DEL SISTEMA LAGUNAR EN CATAZAJA,Maya,Catazaj·,CATAZAJ¡
PrecipitaciÛn,"octubre 2, 2020",HidrometeorolÛgicos,191.19,1,1,1.284,80,13,"17,51","-91,99",RECORRIDO DE VERIFICACION EJIDO CALATRAVA EN EL MUNICIPIO DE PALENQUE,Maya,Palenque,CALATRABA
Verificaciones,"mayo 18, 2020",Acciones de PrevenciÛn,180.923,52,8,20.119,115,1,"16,75","-93,10",RECORRIDO POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"junio 17, 2020",Acciones de PrevenciÛn,183.256,52,8,20.119,115,1,"16,75","-93,10",RECORRIDO POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"junio 21, 2020",Acciones de PrevenciÛn,183.509,52,8,20.119,115,1,"16,77","-93,12",RECORRIDO POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"agosto 28, 2020",Acciones de PrevenciÛn,188.348,52,8,20.119,115,1,"16,75","-93,10",RECORRIDO POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 15, 2020",Acciones de PrevenciÛn,189.793,52,8,20.119,115,1,"16,75","-93,10",RECORRIDO POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 25, 2020",Acciones de PrevenciÛn,190.566,52,8,20.119,115,1,"16,75","-93,11",RECORRIDO POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 17, 2020",Acciones de PrevenciÛn,189.982,52,8,20.119,115,1,"16,76","-93,09",RECORRIDO POR LLUVIAS ORIENTE (NORTE - SUR),Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 5, 2020",Acciones de PrevenciÛn,188.923,52,8,20.119,115,1,"16,76","-93,09",RECORRIDO POR LLUVIAS VARIOS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"mayo 18, 2020",Acciones de PrevenciÛn,180.866,52,8,20.119,115,1,"16,76","-93,09",RECORRIDO POR LLUVIAS VARIOS PUNTOS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"junio 1, 2020",Acciones de PrevenciÛn,181.981,52,8,20.119,115,1,"16,75","-93,11",RECORRIDO POR LLUVIAS VARIOS PUNTOS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"agosto 26, 2020",Acciones de PrevenciÛn,188.208,52,8,20.119,115,1,"16,78","-93,21",RECORRIDO PREVENTIVO POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 25, 2020",Acciones de PrevenciÛn,190.607,52,8,20.119,115,1,"16,77","-93,12",RECORRIDO PREVENTIVO POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
DepresiÛn tropical,"noviembre 22, 2020",HidrometeorolÛgicos,195.311,4,1,20.084,80,13,"17,52","-92,00",REPORTE DE VIVIENDAS INUNDADAS EN SAN JOSE USUMACINTA,Maya,Palenque,CABECERA MUNICIPAL
Reuniones,"julio 1, 2020",Acciones de PrevenciÛn,184.176,64,8,2.983,55,10,"15,11","-92,47",REUNI”N CON EL COMITE DE LAS LECHUGAS,Soconusco,Huixtla,CANT”N LAS LECHUGAS 1
Reuniones,"octubre 27, 2020",Acciones de PrevenciÛn,193.153,64,8,20.119,115,1,"16,75","-93,11",REUNION CON EL COLEGIO DE INGENIEROS CIVILES DE CHIAPAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Afectaciones por lluvias,"octubre 1, 2020",HidrometeorolÛgicos,191.095,80,1,20.062,58,8,"16,97","-93,10",REUNION VIRTUAL COMITE REGIONAL DE EMERGENCIAS ZONA NORTE,Norte,Ixtacomit·n,CABECERA MUNICIPAL
Verificaciones,"julio 5, 2020",Acciones de PrevenciÛn,184.468,52,8,5.241,55,10,"15,08","-92,49","REUNION, VERIFICACION Y AFECTACIONES POR LLUVIAS Y VENTANA DEL RIO HUIXTLA",Soconusco,Huixtla,LA UNI”N
Baja PresiÛn,"agosto 20, 2020",HidrometeorolÛgicos,187.658,2,1,8.006,66,9,"15,31","-92,93",RUPTURA DE BORDO MARGEN IZQUIERDO RIO SAN NICOLAS,Istmo-Costa,Mapastepec,EL CARMEN
Limpieza de CaÒÛn,"enero 8, 2020",Acciones de PrevenciÛn,167.162,94,8,20.083,79,5,"16,75","-92,40",SE REALIZA LIMPIEZA DE REJILLAS PARA EVITAR INUNDACIONES,Altos Tsotsil-Tseltal,Oxchuc,CABECERA MUNICIPAL
Verificaciones,"junio 7, 2020",Acciones de PrevenciÛn,182.611,52,8,20.113,109,5,"16,55","-92,48",SE REALIZA LIMPIEZA Y SANITIZACI”N EN LAS VIVIENDAS AFECTADAS,Altos Tsotsil-Tseltal,Teopisca,CABECERA MUNICIPAL
Tormenta Tropical,"septiembre 25, 2020",HidrometeorolÛgicos,190.58,5,1,8.006,66,9,"15,43","-92,90",SEGUIMIENTO RUPTURA DE BORDO RIO SAN NICOLAS,Istmo-Costa,Mapastepec,EL CARMEN
DepresiÛn tropical,"noviembre 8, 2020",HidrometeorolÛgicos,194.172,4,1,219,83,8,"17,51","-93,11",SEGUMIENTO AL FOLIO 193585 F. F. 11 Y ETA,Norte,Pichucalco,PICHUCALCO
Reuniones,"septiembre 2, 2020",Acciones de PrevenciÛn,188.703,64,8,20.087,83,8,"17,51","-93,10",SESI”N EXTRAORDINARIA DEL CONSEJO REGIONAL DE PC ALERTAMIENTO POR LA TORMENTA TROPICAL NANA,Norte,Pichucalco,CABECERA MUNICIPAL
PrecipitaciÛn,"noviembre 4, 2020",HidrometeorolÛgicos,193.838,1,1,20.067,63,8,"17,61","-93,19",SESION DE CONSEJO MUNICIPAL POR F.F.11,Norte,Ju·rez,CABECERA MUNICIPAL
Reuniones,"noviembre 6, 2020",Acciones de PrevenciÛn,193.992,64,8,20.067,63,8,"17,61","-93,19",SESION EXTRAORDINARIA NUM. 13. INFORME A LAS AUTORIDADES DEL DESFOGUE DE LA PRESA PE—ITAS.,Norte,Ju·rez,CABECERA MUNICIPAL
Reuniones,"septiembre 2, 2020",Acciones de PrevenciÛn,188.716,64,8,189,23,6,"15,87","-92,73",SESION EXTRAORDINARIA POR TORMENTA TROPICAL NANA.,Frailesca,Angel Albino Corzo,JALTENANGO DE LA PAZ (¡NGEL ALBINO CORZO)
PrecipitaciÛn,"octubre 24, 2020",HidrometeorolÛgicos,192.851,1,1,2.84,110,14,"16,92","-93,27",SISTEMA FRONTAL NO. 8 TILA,Tulij· Tseltal-Chol,Tila,LOS MANGOS
Onda tropical,"mayo 27, 2020",HidrometeorolÛgicos,181.59,3,1,20.119,115,1,"16,75","-93,11",TORMENTA TROPICAL AMANDA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Tormenta Tropical,"septiembre 19, 2020",HidrometeorolÛgicos,190.07,5,1,219,83,8,"17,51","-93,12",TORMENTA TROPICAL BETA,Norte,Pichucalco,PICHUCALCO
Tormenta Tropical,"junio 2, 2020",HidrometeorolÛgicos,182.118,5,1,181,52,10,"15,02","-92,40",TORMENTA TROPICAL CRISTOBAL,Soconusco,Huehuet·n,HUEHUET¡N
Tormenta Tropical,"junio 6, 2020",HidrometeorolÛgicos,182.523,5,1,167,43,4,"16,57","-92,72",TORMENTA TROPICAL CRISTOBAL- AFECCTACIONES CHIAPILLA,De los Llanos,Chiapilla,CHIAPILLA
Tormenta Tropical,"noviembre 5, 2020",HidrometeorolÛgicos,193.867,5,1,20.119,115,1,"16,73","-93,17",TORMENTA TROPICAL ETA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
DepresiÛn tropical,"agosto 15, 2020",HidrometeorolÛgicos,187.268,4,1,20.119,115,1,"16,74","-93,17",TORMENTA TROPICAL GENEVIEVE,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 21, 2020",HidrometeorolÛgicos,187.77,1,1,7.873,47,10,"15,33","-92,71",TORMENTA TROPICAL MARCO ATENCION DE EMEGENCIAS ESCUINTLA,Soconusco,Escuintla,CANUTILLO
Tormenta Tropical,"septiembre 2, 2020",HidrometeorolÛgicos,188.722,5,1,20.089,85,11,"15,46","-92,28",TORMENTA TROPICAL NANA,Sierra Mariscal,El Porvenir,CABECERA MUNICIPAL
Tormenta Tropical,"octubre 24, 2020",HidrometeorolÛgicos,192.886,5,1,20.119,115,1,"16,73","-93,17",TORMENTA TROPICAL ZETA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"noviembre 14, 2020",Acciones de PrevenciÛn,194.661,52,8,2.46,63,8,"17,61","-93,19",TRABAJOS PREVENTIVOS. DESAZOLVE DEL RIO PICHUCALCO,Norte,Ju·rez,SANTA CRUZ TEPATE ABAJO
Traslados,"noviembre 2, 2020",Acciones de PrevenciÛn,193.634,30,8,2.46,63,8,"17,61","-93,19",TRASLADO DE PACIENTE,Norte,Ju·rez,SANTA CRUZ TEPATE ABAJO
Hundimiento,"septiembre 14, 2020",GeolÛgicos,189.704,47,3,4.144,56,15,"16,20","-91,85",TROMBA(CASAS DAÕ±ADAS)COL EL TRINFO,Meseta Comiteca Tojolabal,La Independencia,EL TRIUNFO
Afectaciones por lluvias,"agosto 21, 2020",HidrometeorolÛgicos,187.789,80,1,442,116,10,"14,80","-92,25",TT MARCO ATENCI”N EMERGENCIA TUXTLA CHICO,Soconusco,Tuxtla Chico,GUADALUPE VICTORIA
Inundacion Fluvial,"agosto 21, 2020",HidrometeorolÛgicos,187.773,67,1,2.853,18,10,"15,32","-92,73",TT MARCO ATENCION EMERGENCIA,Soconusco,Acapetahua,SOCONUSCO
Hurac·n,"noviembre 18, 2020",HidrometeorolÛgicos,194.948,6,1,20.097,93,5,"16,73","-92,64",URACAN IOTA,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Verificaciones,"febrero 10, 2020",Acciones de PrevenciÛn,170.971,52,8,251,115,1,"16,74","-93,09","VALORACI”N DE RIESGO ""ì VIVIENDA AFECTADA COL. COLONIAL",Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"agosto 5, 2020",Acciones de PrevenciÛn,186.825,52,8,251,115,1,"16,76","-93,12",VALORACI”N DE RIESGO BARRIO COL”N,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"agosto 30, 2020",Acciones de PrevenciÛn,188.701,52,8,251,115,1,"16,76","-93,12",VALORACI”N DE RIESGO BARRIO COL”N,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"agosto 5, 2020",Acciones de PrevenciÛn,186.832,52,8,251,115,1,"16,77","-93,17",VALORACI”N DE RIESGO CENTENARIO TUCHTLAN,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"octubre 6, 2020",Acciones de PrevenciÛn,191.708,52,8,251,115,1,"16,80","-93,11",VALORACI”N DE RIESGO COL. JARDINES DEL NORTE,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"diciembre 16, 2020",Acciones de PrevenciÛn,197.09,52,8,251,115,1,"16,74","-93,13",VALORACI”N DE RIESGO COL. LOMAS DEL SUR,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"diciembre 10, 2020",Acciones de PrevenciÛn,196.842,52,8,251,115,1,"16,77","-93,12",VALORACI”N DE RIESGO COL. PARAÕ≠SO BAJO,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"noviembre 22, 2020",Acciones de PrevenciÛn,195.542,52,8,251,115,1,"16,76","-93,07",VALORACI”N DE RIESGO COL. PATRIA NUEVA,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"julio 2, 2020",Acciones de PrevenciÛn,184.436,52,8,251,115,1,"16,75","-93,16",VALORACI”N DE RIESGO COL. PRIVADAS 11 DE SEPTIEMBRE,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"junio 8, 2020",Acciones de PrevenciÛn,182.644,52,8,251,115,1,"16,75","-93,09",VALORACI”N DE RIESGO DE BARDA PERIMETRAL COLAPSADA COL. LOS CHOFERES,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"julio 20, 2020",Acciones de PrevenciÛn,185.872,52,8,251,115,1,"16,70","-93,17",VALORACI”N DE RIESGO DE VIVIENDA AFECTADA POR FILTRACI”N DE AGUA DEL PREDIO COLINDANTE FRACC. REAL DEL BOSQUE.,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"junio 2, 2020",Acciones de PrevenciÛn,182.117,52,8,251,115,1,"16,74","-93,12",VALORACI”N DE RIESGO DE VIVIENDA AFECTADA POR LLUVIAS BARRIO SAN FRANCISCO,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"agosto 23, 2020",Acciones de PrevenciÛn,188.093,52,8,251,115,1,"16,76","-93,18",VALORACI”N DE RIESGO DE VIVIENDAS CON ENCHARCAMIENTO COL. PLAN DE AYALA,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"septiembre 10, 2020",Acciones de PrevenciÛn,189.344,52,8,251,115,1,"16,75","-93,15",VALORACI”N DE RIESGO FRACC. FOVISTE MACTUMATZA,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"agosto 10, 2020",Acciones de PrevenciÛn,187.146,52,8,251,115,1,"16,78","-93,09",VALORACI”N DE RIESGO FRACC. LAS ¡GUILAS,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"agosto 2, 2020",Acciones de PrevenciÛn,186.626,52,8,251,115,1,"16,74","-93,08",VALORACI”N DE RIESGO FRACCIONAMIENTO SANTOS,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"junio 2, 2020",Acciones de PrevenciÛn,182.15,52,8,20.094,90,15,"16,37","-92,38",VERIFICACI”N E INSPECCI”N DE CAUCES FLUVIALES POR LLUVIAS,Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Verificaciones,"agosto 27, 2020",Acciones de PrevenciÛn,188.282,52,8,2.544,111,9,"16,05","-93,86",VERIFICACI”N ENCHARCAMIENTO,Istmo-Costa,Tonal·,PARED”N
Verificaciones,"mayo 26, 2020",Acciones de PrevenciÛn,181.592,52,8,20.094,90,15,"16,37","-92,37",VERIFICACI”N Y CHAPORREO DE CANAL FLUVIAL EN LA SAGRADA FAMILIA,Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Verificaciones,"junio 2, 2020",Acciones de PrevenciÛn,182.1,52,8,20.094,90,15,"16,38","-92,37",VERIFICACI”N Y EVACUACI”N DE UNA FAMILIA POR INUNDACI”N,Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Verificaciones,"junio 30, 2020",Acciones de PrevenciÛn,184.141,52,8,20.094,90,15,"16,37","-92,37",VERIFICACI”N Y LEVANTAMIENTO DE BASURA EN CANAL FLUVIAL,Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Verificaciones,"julio 5, 2020",Acciones de PrevenciÛn,184.503,52,8,20.094,90,15,"16,36","-92,37",VERIFICACI”N Y NIVELACI”N DE CANAL FLUVIAL,Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Verificaciones,"mayo 19, 2020",Acciones de PrevenciÛn,180.975,52,8,20.34,115,1,"16,75","-93,16",VERIFICACI”N DE ALCANTARILLA CON MATERIAL DE ARRASTRE PÕ©TREO ( COL. TERAN Y BVLD. ¡NGEL ALBINO CORZO),Metropolitana,Tuxtla GutiÈrrez,LOMA BONITA TERAN
Verificaciones,"mayo 13, 2020",Acciones de PrevenciÛn,180.544,52,8,20.119,115,1,"16,75","-93,15",VERIFICACI”N DE ALCANTARILLA FRACC. MONTES AZULES,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"octubre 15, 2020",Acciones de PrevenciÛn,192.249,52,8,20.119,115,1,"16,76","-93,13",VERIFICACI”N DE ALCANTARILLADO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Tormenta Tropical,"septiembre 6, 2020",HidrometeorolÛgicos,189.012,5,1,3.17,45,11,"15,68","-92,31",VERIFICACI”N DE ALCANTARILLAS SOLVADAS LOCALIDAD PIEDRA LABRADA.,Sierra Mariscal,Chicomuselo,PIEDRA LABRADA
Baja PresiÛn,"septiembre 21, 2020",HidrometeorolÛgicos,190.291,2,1,1.284,80,13,"17,52","-91,99",VERIFICACI”N DE DAÕ±OS A CULTIVOS Y RECORRIDOS POR FUERTES LLUVIAS,Maya,Palenque,CALATRABA
Verificaciones,"mayo 26, 2020",Acciones de PrevenciÛn,181.567,52,8,20.12,116,10,"14,94","-92,16",VERIFICACI”N DE SALIDA DE AGUAS NEGRAS,Soconusco,Tuxtla Chico,CABECERA MUNICIPAL
Verificaciones,"junio 18, 2020",Acciones de PrevenciÛn,183.326,52,8,20.094,90,15,"16,37","-92,37",VERIFICACI”N DE UNA CASA QUE SUFRE DE ENCHARCAMIENTO POR LLUVIA,Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Verificaciones,"septiembre 9, 2020",Acciones de PrevenciÛn,189.321,52,8,205,70,10,"14,84","-92,19",VERIFICACI”N DEL CAUCE DE LOS RIOS EN METAPA DE DOMINGUEZ,Soconusco,Metapa,METAPA DE DOMÕNGUEZ
Verificaciones,"septiembre 5, 2020",Acciones de PrevenciÛn,188.947,52,8,20.115,111,9,"16,09","-93,77",VERIFICACION DE AGUA ENCHARCADA,Istmo-Costa,Tonal·,CABECERA MUNICIPAL
Verificaciones,"agosto 9, 2020",Acciones de PrevenciÛn,186.906,52,8,5.114,30,10,"15,03","-92,16",VERIFICACION DE BARDA COLAPSADA,Soconusco,Cacahoat·n,CACAHOAT¡N
Verificaciones,"junio 22, 2020",Acciones de PrevenciÛn,183.584,52,8,1.991,116,10,"14,98","-92,17",VERIFICACION DE CUNETAS Y ALCANTARILLAS EN SECCION LA GRANJA,Soconusco,Tuxtla Chico,SECCI”N LA GRANJA
Tormenta Tropical,"noviembre 5, 2020",HidrometeorolÛgicos,193.948,5,1,171,32,2,"16,69","-93,73",VERIFICACION DE DA—OS POR LA TORMENTA TROPICAL ETA Y FRENTE FRIO 11 EN EL TRAMO COL. FRANCISCO I MADERO-UNIDAD MODELO Y COMUNIDADES AFECTADAS,Valles Zoque,Cintalapa,CINTALAPA DE FIGUEROA
Onda tropical,"junio 3, 2020",HidrometeorolÛgicos,182.245,3,1,220,84,9,"15,69","-93,20",VERIFICACION DE DA—OS POR LLUVIAS EN EL EJIDO CENICERO,Istmo-Costa,Pijijiapan,PIJIJIAPAN
Verificaciones,"septiembre 18, 2020",Acciones de PrevenciÛn,190.036,52,8,20.108,104,10,"14,86","-92,28",VERIFICACION DE EMBOBEDADO,Soconusco,Tapachula,CABECERA MUNICIPAL
Verificaciones,"septiembre 18, 2020",Acciones de PrevenciÛn,190.039,52,8,20.059,55,10,"15,14","-92,46",VERIFICACION DE ENCHARCAMIENTO,Soconusco,Huixtla,CABECERA MUNICIPAL
Verificaciones,"julio 9, 2020",Acciones de PrevenciÛn,184.808,52,8,20.059,55,10,"15,15","-92,47",VERIFICACION DE ENCHARCAMIENTO Y SOCAVON,Soconusco,Huixtla,CABECERA MUNICIPAL
Verificaciones,"septiembre 12, 2020",Acciones de PrevenciÛn,189.676,52,8,205,70,10,"14,84","-92,19",VERIFICACION DE LOS RIOS PARA VER EL NIVEL DE SU CAUCE,Soconusco,Metapa,METAPA DE DOMÕNGUEZ
Verificaciones,"marzo 2, 2020",Acciones de PrevenciÛn,173.418,52,8,20.218,86,10,"15,22","-92,57",VERIFICACION DE PREVENCION Y MITIGACION DE RIESGO DEL RIO CHALAQUITA,Soconusco,Villa Comaltitl·n,BARRIO CHALACA
Verificaciones,"septiembre 2, 2020",Acciones de PrevenciÛn,188.736,52,8,20.059,55,10,"15,13","-92,47",VERIFICACION DE PUNTOS VULNERABLES POR LLUVIA TT NANA,Soconusco,Huixtla,CABECERA MUNICIPAL
Verificaciones,"octubre 20, 2020",Acciones de PrevenciÛn,192.617,52,8,20.059,55,10,"15,14","-92,46",VERIFICACION DE PUNTOS VULNERABLES POR LLUVIAS,Soconusco,Huixtla,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 5, 2020",HidrometeorolÛgicos,188.941,1,1,1.284,80,13,"17,51","-91,99",VERIFICACION DE RIO USUMACINTA EJIDO CALATRAVA,Maya,Palenque,CALATRABA
Tormenta Tropical,"mayo 29, 2020",HidrometeorolÛgicos,181.831,5,1,219,83,8,"17,51","-93,11",VERIFICACION DE RIOS Y ARROYOS DEL MUNICIPIO POR FF65 Y DT02,Norte,Pichucalco,PICHUCALCO
